id,found,center_x,center_y,radius,rms,center_error_px,method,block,time_ms
001,1,1090.09,1192.6,138.625,0.32195,4.68849,algebraic,NONE,46.5799
002,1,296.808,763.475,137.136,0.450229,6.58396,algebraic,VERTICAL_WIRE,36.1942
003,1,3576.71,667.135,135.109,1.18076,1.33809,algebraic,ELLIPSE,22.9452
004,1,509.091,1315.43,138.888,0.445828,4.82132,ransac,VERTICAL_WIRE,39.8528
005,1,1721.09,1736.6,138.625,0.32195,4.68849,algebraic,ELLIPSE,22.4954
006,1,1791.97,934.983,136.709,0.274209,7.05883,algebraic,VERTICAL_WIRE,38.4912
007,1,831.146,1042.03,137.172,1.10595,6.30928,algebraic,VERTICAL_WIRE,41.0905
008,1,1711.09,505.6,138.625,0.32195,4.68855,algebraic,NONE,35.8704
009,1,2027.51,1855.49,137.43,0.914428,5.12885,algebraic,SQUARE,23.9515
010,1,3244.09,949.6,138.625,0.32195,4.68857,algebraic,SQUARE,23.2162
011,1,232.835,1693.95,136.833,0.714733,7.04445,algebraic,ELLIPSE,24.2895
012,0,-1,-1,-1,-1,-1,none,CIRCLE,29.8861
013,1,186.618,1403.89,136.471,1.33539,5.15229,algebraic,VERTICAL_WIRE,34.6633
014,1,3521.09,813.6,138.625,0.32195,4.68857,algebraic,NONE,28.3919
015,1,3564.09,1532.6,138.625,0.32195,4.68851,algebraic,SQUARE,32.2896
016,1,3095.09,1979.6,138.625,0.32195,4.68851,algebraic,ELLIPSE,27.4941
017,1,488.598,1281.58,138.289,1.16913,4.59851,algebraic,SQUARE,32.7425
018,1,1181.09,797.6,138.625,0.32195,4.68855,algebraic,CIRCLE,30.7781
019,0,-1,-1,-1,-1,-1,none,ELLIPSE,37.6891
020,0,-1,-1,-1,-1,-1,none,ELLIPSE,34.6285
021,1,1306.89,1758.69,138.499,0.509413,4.8198,algebraic,ELLIPSE,27.5517
022,1,3591.3,505.844,136.786,0.358976,6.87897,algebraic,ELLIPSE,24.2932
023,1,1557.28,1781.16,135.719,0.466632,8.18705,algebraic,ELLIPSE,23.0918
024,1,381.443,1616.05,134.928,0.777881,9.07177,algebraic,ELLIPSE,35.6573
025,1,2659.09,1247.6,138.625,0.32195,4.68851,algebraic,SQUARE,38.1231
026,1,2486.09,1811.6,138.625,0.32195,4.68851,algebraic,SQUARE,38.523
027,1,1005.09,660.6,138.625,0.32195,4.68856,algebraic,SQUARE,31.8768
028,1,1934.08,606.436,141.078,0.811169,2.39624,ransac,VERTICAL_WIRE,30.7228
029,1,1956.09,1614.6,138.625,0.32195,4.68849,algebraic,NONE,25.1523
030,1,2462.39,604.426,138.006,0.51625,4.70969,algebraic,ELLIPSE,33.0976
031,1,2314.09,326.6,138.625,0.32195,4.68857,algebraic,CIRCLE,23.7543
032,1,2372.61,716.109,137.964,0.590186,5.12465,algebraic,ELLIPSE,35.8392
033,1,1421.09,582.6,138.625,0.32195,4.68855,algebraic,NONE,22.3333
034,1,872.346,270.796,137.181,0.773203,5.48134,algebraic,VERTICAL_WIRE,31.7949
035,1,2867.09,441.6,138.625,0.32195,4.68857,algebraic,NONE,22.9311
036,1,1196.09,409.6,138.625,0.32195,4.68855,algebraic,NONE,31.9382
037,1,1853.09,779.6,138.625,0.32195,4.68855,algebraic,SQUARE,24.0828
038,1,3058.09,520.6,138.625,0.32195,4.68857,algebraic,SQUARE,30.3685
039,1,448.124,676.476,137.057,1.32095,4.61469,algebraic,ELLIPSE,40.1547
040,1,1388.3,1370.93,135.354,1.34191,3.72465,algebraic,VERTICAL_WIRE,24.2224
041,1,1351.4,1508.32,131.758,0.289129,10.6162,algebraic,ELLIPSE,41.8303
042,1,758.306,493.632,137.258,1.09595,5.35822,algebraic,VERTICAL_WIRE,24.0028
043,0,-1,-1,-1,-1,-1,none,CIRCLE,30.2164
044,1,868.659,229.79,138.233,0.953814,4.8019,algebraic,SQUARE,37.2316
045,1,1765.09,1683.6,138.625,0.32195,4.68849,algebraic,NONE,32.577
046,1,1594.32,1174.56,138.055,0.769971,4.86167,algebraic,SQUARE,37.3807
047,1,1089.54,261.26,136.642,1.27823,5.48637,algebraic,ELLIPSE,37.7781
048,1,2537.95,288.595,137.902,0.448343,4.59509,algebraic,CIRCLE,33.1186
049,1,1174.09,1807.6,138.625,0.32195,4.68849,algebraic,CIRCLE,31.3416
050,1,3527.09,1363.6,138.625,0.32195,4.68851,algebraic,CIRCLE,29.3586
051,1,2116.19,1454.85,137.685,0.666349,4.85614,algebraic,ELLIPSE,34.2016
052,0,-1,-1,-1,-1,-1,none,ELLIPSE,28.9363
053,1,3120.02,1070.41,138.591,0.402553,4.52125,ransac,ELLIPSE,24.0587
054,1,1532.09,266.6,138.625,0.32195,4.68855,algebraic,SQUARE,31.6243
055,1,2625.09,1518.6,138.625,0.32195,4.68851,algebraic,NONE,37.0393
056,1,2356.09,919.6,138.625,0.32195,4.68857,algebraic,NONE,37.354
057,1,1154.64,1911.54,138.204,0.555257,4.55538,algebraic,ELLIPSE,30.4773
058,1,2271.09,1487.6,138.625,0.32195,4.68851,algebraic,SQUARE,48.1654
059,1,3047.09,1728.6,138.625,0.32195,4.68851,algebraic,NONE,43.7809
060,1,781.411,1478.38,137.35,0.984264,5.08634,algebraic,ELLIPSE,33.4587
061,1,2469.09,655.6,138.625,0.32195,4.68857,algebraic,NONE,22.0303
062,1,2334.09,1829.6,138.625,0.32195,4.68851,algebraic,NONE,27.7944
063,0,-1,-1,-1,-1,-1,none,ELLIPSE,33.5781
064,1,301.091,466.6,138.625,0.32195,4.68856,algebraic,NONE,36.0622
065,1,3043.09,944.6,138.625,0.32195,4.68857,algebraic,CIRCLE,33.7089
066,1,736.909,252.523,138.033,0.761079,4.52382,algebraic,VERTICAL_WIRE,29.5117
067,0,-1,-1,-1,-1,-1,none,ELLIPSE,35.9293
068,1,1684.09,1524.6,138.625,0.32195,4.68849,algebraic,NONE,35.8806
069,1,1923.38,858.56,137.186,1.10976,5.57303,algebraic,VERTICAL_WIRE,22.6103
070,1,1071.09,1446.6,138.625,0.32195,4.68849,algebraic,NONE,37.2466
071,1,2035.77,1122.66,134.504,0.72767,8.69459,algebraic,SQUARE,34.2599
072,1,3211.74,1956.47,138.131,0.623413,4.48151,algebraic,CIRCLE,36.7635
073,1,2687.09,1077.6,138.625,0.32195,4.68851,algebraic,NONE,22.5144
074,0,-1,-1,-1,-1,-1,none,ELLIPSE,32.5468
075,1,2759.22,1341.65,126.562,1.07661,20.6464,ransac,ELLIPSE,38.6976
076,1,963.917,1685.8,137.904,0.527801,4.80235,algebraic,ELLIPSE,44.8141
077,1,802.091,1361.6,138.625,0.32195,4.6885,algebraic,SQUARE,23.0354
078,1,1042.99,218.747,138.522,0.481461,4.85316,algebraic,CIRCLE,22.0353
079,1,274.091,1177.6,138.625,0.32195,4.6885,algebraic,NONE,35.2293
080,1,2375.34,600.052,137.037,0.715252,4.84803,algebraic,VERTICAL_WIRE,34.507
081,0,-1,-1,-1,-1,-1,none,CIRCLE,26.3195
082,1,1821.41,1514.55,137.7,0.378962,5.5859,algebraic,ELLIPSE,27.444
083,1,2604.09,1238.6,138.625,0.32195,4.68851,algebraic,SQUARE,45.1709
084,1,926.091,529.6,138.625,0.32195,4.68856,algebraic,NONE,43.0146
085,1,1227.78,1189.02,136.746,0.939621,7.12907,algebraic,ELLIPSE,41.681
086,1,303.885,1548.52,134.135,0.604489,6.75085,algebraic,VERTICAL_WIRE,26.3946
087,1,602.417,1436.49,136.609,1.4712,5.7411,algebraic,VERTICAL_WIRE,40.079
088,1,2393.09,1944.6,138.625,0.32195,4.68851,algebraic,NONE,22.1435
089,1,2425.41,215.615,137.523,0.904184,4.63239,algebraic,VERTICAL_WIRE,27.7809
090,1,1232.09,521.6,138.625,0.32195,4.68855,algebraic,CIRCLE,26.0629
091,1,1311.37,642.746,135.809,1.28871,6.63361,algebraic,ELLIPSE,38.8733
092,1,2544.09,1530.6,138.625,0.32195,4.68851,algebraic,NONE,25.6259
093,1,332.091,635.6,138.625,0.32195,4.68856,algebraic,SQUARE,33.8478
094,1,1246.09,223.6,138.625,0.32195,4.68853,algebraic,NONE,27.367
095,1,3408.36,1166.64,138.419,0.471542,4.68639,algebraic,ELLIPSE,31.117
096,1,1352.09,1688.6,138.625,0.32195,4.68849,algebraic,SQUARE,27.984
097,1,1034.09,1188.6,138.625,0.32195,4.68849,algebraic,NONE,42.1042
098,1,342.509,582.924,137.434,0.870903,4.95058,algebraic,VERTICAL_WIRE,39.3495
099,0,-1,-1,-1,-1,-1,none,CIRCLE,36.7096
100,1,2814.2,1558.02,135.772,0.332858,8.06199,algebraic,VERTICAL_WIRE,43.3553
101,1,2477.09,1933.6,138.625,0.32195,4.68851,algebraic,NONE,32.294
102,1,3269.75,803.58,138.041,0.412379,4.58688,algebraic,ELLIPSE,34.9478
103,1,3578.17,640.747,135.863,1.04819,7.96091,algebraic,VERTICAL_WIRE,30.4444
104,1,2597.09,963.6,138.625,0.32195,4.68857,algebraic,SQUARE,34.8378
105,1,3200.09,561.6,138.625,0.32195,4.68857,algebraic,NONE,33.9734
106,1,2000.82,866.602,138.083,0.653655,4.60538,algebraic,SQUARE,25.1063
107,1,3348.35,725.291,135.667,0.625564,4.8918,algebraic,ELLIPSE,40.145
108,1,580.091,1764.6,138.625,0.32195,4.6885,algebraic,NONE,22.1275
109,1,2948.09,852.6,138.625,0.32195,4.68857,algebraic,NONE,33.3541
110,1,1642.09,595.6,138.625,0.32195,4.68855,algebraic,CIRCLE,30.4868
111,1,1755.04,529.393,134.462,1.20848,9.5965,algebraic,VERTICAL_WIRE,30.2034
112,1,1469.64,556.999,138.208,0.83442,5.01198,algebraic,SQUARE,38.2547
113,1,1362.09,1097.6,138.625,0.32195,4.68849,algebraic,SQUARE,38.5273
114,1,3118.09,296.6,138.625,0.32195,4.68857,algebraic,ELLIPSE,24.7439
115,0,-1,-1,-1,-1,-1,none,CIRCLE,38.6332
116,1,2332.09,1691.6,138.625,0.32195,4.68851,algebraic,SQUARE,23.8428
117,1,1164.1,643.163,132.621,0.871638,10.8861,algebraic,ELLIPSE,37.793
118,1,2758.56,579.941,138.085,0.437973,4.96104,algebraic,VERTICAL_WIRE,31.75
119,1,2479.55,226.719,138.281,0.946555,4.93737,algebraic,SQUARE,23.6758
120,1,694.091,1151.6,138.625,0.32195,4.6885,algebraic,ELLIPSE,26.227
121,1,1129.09,269.6,138.625,0.32195,4.68855,algebraic,NONE,31.968
122,1,2788.23,1684.46,137.959,0.597927,4.80121,algebraic,CIRCLE,34.0824
123,1,2542.77,1469.51,137.647,1.18047,5.02739,algebraic,VERTICAL_WIRE,22.1392
124,1,2572.7,1315.24,132.807,0.908624,1.89075,algebraic,VERTICAL_WIRE,74.7431
125,0,-1,-1,-1,-1,-1,none,CIRCLE,40.1331
126,1,505.091,459.6,138.625,0.32195,4.68856,algebraic,CIRCLE,22.3734
127,1,637.795,1539.41,137.49,0.464174,4.93436,algebraic,VERTICAL_WIRE,22.3861
128,1,2556,737.472,138.835,0.540534,4.58177,ransac,SQUARE,32.2182
129,0,-1,-1,-1,-1,-1,none,CIRCLE,24.5403
130,1,2232.32,1547.06,137.84,1.39267,4.39605,algebraic,VERTICAL_WIRE,27.0608
131,1,2755.83,1145.54,138.485,0.642266,4.68455,algebraic,SQUARE,30.5365
132,1,1657.46,581.521,138.318,0.452201,4.55262,algebraic,ELLIPSE,32.9479
133,1,2125.88,556.664,131.87,1.57231,3.33839,algebraic,VERTICAL_WIRE,29.8802
134,1,1594.61,496.533,138.248,0.48941,4.74257,algebraic,SQUARE,38.1294
135,1,2966.09,335.6,138.625,0.32195,4.68857,algebraic,NONE,33.0683
136,1,1378.09,1853.6,138.625,0.32195,4.68849,algebraic,NONE,28.9752
137,1,523.987,1635.53,137.628,0.341729,4.95972,algebraic,CIRCLE,29.6163
138,1,3294.49,431.556,138.924,0.308477,4.58364,algebraic,VERTICAL_WIRE,30.3596
139,1,3656.54,1277.98,136.034,1.41293,8.11495,algebraic,VERTICAL_WIRE,24.0079
140,1,617.628,1286.72,135.433,1.0575,7.74703,algebraic,VERTICAL_WIRE,38.3684
141,1,1580.09,1142.6,138.625,0.32195,4.68849,algebraic,SQUARE,24.4321
142,1,979.578,1583.9,137.721,0.54841,5.46231,ransac,VERTICAL_WIRE,35.9992
143,1,2614.12,276.809,136.761,0.953692,4.77619,algebraic,VERTICAL_WIRE,29.1759
144,1,2543.41,1148.3,136.771,1.02026,4.522,algebraic,ELLIPSE,23.6545
145,1,3017.12,854.379,138.32,0.747724,5.69854,ransac,VERTICAL_WIRE,31.9287
146,1,2148.09,871.6,138.625,0.32195,4.68857,algebraic,NONE,35.4252
147,1,1015.09,1050.6,138.625,0.32195,4.6885,algebraic,CIRCLE,40.1947
148,1,2519.09,1781.6,138.625,0.32195,4.68851,algebraic,CIRCLE,41.84
149,1,2705.61,353.134,136.83,1.95035,3.19223,algebraic,VERTICAL_WIRE,29.2367
150,1,2566.59,1188.79,137.439,0.780329,4.82516,algebraic,VERTICAL_WIRE,24.7748
151,1,1612.09,1011.6,138.625,0.32195,4.68855,algebraic,NONE,23.0722
152,1,1055.2,1172.52,136.673,1.07844,4.49883,algebraic,VERTICAL_WIRE,34.6966
153,1,2580.09,1823.6,138.625,0.32195,4.68851,algebraic,CIRCLE,32.6176
154,1,1547.94,643.855,137.682,0.91329,5.27255,algebraic,VERTICAL_WIRE,25.4826
155,1,1759.09,1666.41,137.063,0.892125,4.54362,algebraic,ELLIPSE,25.1289
156,1,2215.09,1515.6,138.625,0.32195,4.68851,algebraic,NONE,21.8732
157,1,1415.09,906.6,138.625,0.32195,4.68855,algebraic,NONE,23.2995
158,1,415.492,232.82,138.401,0.624253,4.84689,ransac,ELLIPSE,24.7417
159,1,273.091,603.6,138.625,0.32195,4.68856,algebraic,NONE,23.2411
160,1,1342.09,672.6,138.625,0.32195,4.68855,algebraic,NONE,33.1933
161,1,2924.13,257.774,135.764,1.29155,6.95135,algebraic,VERTICAL_WIRE,38.778
162,1,2638.74,311.814,138.412,0.891146,4.97621,algebraic,SQUARE,23.6444
163,1,2003.94,1450.56,138.458,0.350869,4.67805,algebraic,VERTICAL_WIRE,21.7448
164,1,2025.68,1835.52,138.406,0.814848,4.70403,algebraic,SQUARE,37.015
165,1,1978.09,1427.6,138.625,0.32195,4.68849,algebraic,SQUARE,30.9236
166,1,1389.13,269.132,140.621,0.616523,5.02969,ransac,VERTICAL_WIRE,43.1319
167,1,1868.79,438.538,138.328,0.346358,4.69718,algebraic,CIRCLE,41.0897
168,0,-1,-1,-1,-1,-1,none,ELLIPSE,25.9092
169,1,2890.77,622.479,136.09,1.19582,6.1586,algebraic,VERTICAL_WIRE,40.9677
170,1,2746.09,504.6,138.625,0.32195,4.68857,algebraic,NONE,37.8223
171,1,1384,875.346,137.004,1.1207,5.28096,algebraic,ELLIPSE,24.2781
172,1,885.091,918.6,138.625,0.32195,4.68856,algebraic,NONE,32.7461
173,1,3312.39,687.02,137.083,0.82116,4.79358,algebraic,VERTICAL_WIRE,26.8736
174,1,870.384,337.977,136.711,0.999217,3.00123,algebraic,ELLIPSE,24.7023
175,1,1773.09,1604.6,138.625,0.32195,4.68849,algebraic,SQUARE,21.7563
176,1,3162.44,1011.54,136.862,1.27396,4.76016,algebraic,ELLIPSE,36.3629
177,1,1226.88,1237.71,138.502,0.532997,4.83606,algebraic,ELLIPSE,25.3272
178,1,675.413,1323.69,132.799,0.577792,9.3395,algebraic,ELLIPSE,38.3451
179,1,568.952,1023.21,136.187,0.717441,7.2089,algebraic,VERTICAL_WIRE,25.0717
180,1,1263.42,1953.54,138.413,0.669333,4.58071,algebraic,SQUARE,36.8357
181,1,2387.09,487.6,138.625,0.32195,4.68857,algebraic,SQUARE,32.2146
182,1,1608.09,1723.07,139.408,0.640326,3.19833,ransac,VERTICAL_WIRE,33.8669
183,1,1982.89,1850.45,136.937,1.18479,5.42726,algebraic,VERTICAL_WIRE,27.6649
184,1,3231.09,1117.6,138.625,0.32195,4.68851,algebraic,SQUARE,29.2745
185,1,3132.93,1537.13,137.556,0.673194,4.6167,algebraic,VERTICAL_WIRE,40.09
186,1,3201.09,1311.6,138.625,0.32195,4.68851,algebraic,CIRCLE,23.7719
187,0,-1,-1,-1,-1,-1,none,ELLIPSE,23.285
188,1,3108.09,391.6,138.625,0.32195,4.68857,algebraic,CIRCLE,28.3938
189,1,1611.26,1134.63,137.748,0.677371,4.641,algebraic,SQUARE,31.7745
190,0,-1,-1,-1,-1,-1,none,CIRCLE,24.424
191,1,2328.09,529.6,138.625,0.32195,4.68857,algebraic,NONE,36.0133
192,0,-1,-1,-1,-1,-1,none,CIRCLE,39.4677
193,1,3229.09,1375.6,138.625,0.32195,4.68851,algebraic,ELLIPSE,24.3311
194,1,2474.95,911.959,137.208,0.973252,5.95928,algebraic,VERTICAL_WIRE,36.79
195,1,809.72,624.452,138.411,0.883539,4.63278,algebraic,ELLIPSE,22.8203
196,1,2515.96,1706.69,138.522,0.475783,4.80135,algebraic,CIRCLE,37.1749
197,0,-1,-1,-1,-1,-1,none,CIRCLE,36.2165
198,1,790.811,1864.02,137.971,0.867393,5.02321,algebraic,ELLIPSE,38.2462
199,1,563.091,697.6,138.625,0.32195,4.68856,algebraic,CIRCLE,30.328
200,1,1241.09,821.6,138.625,0.32195,4.68855,algebraic,SQUARE,27.6388
201,1,2207.09,681.6,138.625,0.32195,4.68857,algebraic,SQUARE,33.0819
202,1,2749.09,1558.6,138.625,0.32195,4.68851,algebraic,NONE,35.8932
203,1,2148.09,266.6,138.625,0.32195,4.68857,algebraic,CIRCLE,24.8696
204,1,3097.94,1536.75,135.859,0.647029,6.81549,algebraic,ELLIPSE,36.6459
205,1,2288.09,1543.32,135.05,0.919016,6.15705,algebraic,VERTICAL_WIRE,37.6167
206,1,1081.52,1596.59,136.603,1.13139,5.76297,algebraic,VERTICAL_WIRE,32.9782
207,1,806.091,970.6,138.625,0.32195,4.68856,algebraic,NONE,38.0478
208,1,2084.09,296.6,138.625,0.32195,4.68857,algebraic,CIRCLE,26.2103
209,1,2479.09,1425.6,138.625,0.32195,4.68851,algebraic,CIRCLE,23.2062
210,1,702.091,1468.6,138.625,0.32195,4.6885,algebraic,NONE,31.2706
211,1,3512.93,1497.45,137.187,1.38791,4.02205,algebraic,VERTICAL_WIRE,24.6687
212,0,-1,-1,-1,-1,-1,none,CIRCLE,38.255
213,1,1798.09,971.6,138.625,0.32195,4.68855,algebraic,NONE,22.9506
214,1,1826.63,1887.57,138.28,0.587185,4.77465,algebraic,SQUARE,22.2596
215,1,3485.09,484.6,138.625,0.32195,4.68857,algebraic,SQUARE,37.0356
216,1,3366.2,1699.89,135.543,0.939748,7.89024,algebraic,VERTICAL_WIRE,22.6229
217,1,3397.38,1853.19,134.589,1.16382,8.30614,algebraic,VERTICAL_WIRE,29.5788
218,1,2976.09,1570.6,138.625,0.32195,4.68851,algebraic,NONE,26.1165
219,1,2525.09,1299.6,138.625,0.32195,4.68851,algebraic,NONE,37.4745
220,1,291.172,1704.3,135.931,0.661919,7.3055,algebraic,VERTICAL_WIRE,23.5535
221,1,3644.15,1771.85,137.782,0.546131,5.18919,algebraic,ELLIPSE,34.1939
222,1,1929.09,1965.6,138.625,0.32195,4.68849,algebraic,SQUARE,22.1784
223,1,3168.09,1274.6,138.625,0.32195,4.68851,algebraic,SQUARE,38.6289
224,1,3209.95,1592.51,137.125,0.374233,6.59138,algebraic,ELLIPSE,33.1848
225,1,3162.22,1319.57,138.53,0.406412,4.63586,algebraic,ELLIPSE,39.3967
226,0,-1,-1,-1,-1,-1,none,CIRCLE,31.6438
227,1,523.51,1499.8,138.378,0.51706,4.82908,ransac,ELLIPSE,25.5834
228,1,815.091,1107.6,138.625,0.32195,4.6885,algebraic,NONE,42.6335
229,1,1047.09,1069.6,138.625,0.32195,4.68849,algebraic,NONE,38.2694
230,1,1719.33,196.206,137.149,0.878671,4.98247,algebraic,VERTICAL_WIRE,30.9441
231,1,3335.09,856.6,138.625,0.32195,4.68857,algebraic,CIRCLE,33.875
232,1,1133.09,1762.6,138.625,0.32195,4.68849,algebraic,SQUARE,33.9445
233,1,1829.13,1896.93,137.605,0.330438,5.99326,algebraic,VERTICAL_WIRE,23.7197
234,0,-1,-1,-1,-1,-1,none,CIRCLE,30.5058
235,1,1909.09,733.6,138.625,0.32195,4.68855,algebraic,NONE,27.1529
236,1,317.464,767.802,135.418,0.849386,6.30403,algebraic,VERTICAL_WIRE,36.7113
237,1,1378.09,275.6,138.625,0.32195,4.68855,algebraic,CIRCLE,37.3971
238,1,3119.2,1140.76,137.744,0.375935,5.81338,algebraic,VERTICAL_WIRE,31.3362
239,1,2787.09,401.6,138.625,0.32195,4.68857,algebraic,NONE,38.5061
240,1,2804.09,1683.6,138.625,0.32195,4.68851,algebraic,NONE,32.4059
241,1,877.464,911.597,136.163,1.04607,7.75041,algebraic,VERTICAL_WIRE,42.0302
242,1,2423.1,1393.86,137.7,1.06423,3.8587,ransac,SQUARE,38.5198
243,1,1204.95,829.833,137.084,0.84046,4.92596,algebraic,VERTICAL_WIRE,39.4364
244,1,2696.25,1751.86,138.171,0.495483,5.16742,ransac,VERTICAL_WIRE,36.4336
245,1,1102.66,1755.64,138.134,0.425493,4.64779,algebraic,ELLIPSE,38.4953
246,1,2369.09,705.6,138.625,0.32195,4.68857,algebraic,NONE,26.142
247,1,424.091,274.6,138.625,0.32195,4.68856,algebraic,NONE,26.7981
248,1,186.091,1422.6,138.625,0.32195,4.6885,algebraic,NONE,37.0188
249,1,3366.09,976.6,138.625,0.32195,4.68857,algebraic,SQUARE,24.6082
250,1,3606.09,1191.6,138.625,0.32195,4.68851,algebraic,ELLIPSE,29.8886
251,1,2395.09,502.6,138.625,0.32195,4.68857,algebraic,NONE,24.9523
252,1,1097.68,457.498,140.592,0.743765,6.23434,ransac,VERTICAL_WIRE,62.7169
253,1,415.213,719.446,136.933,1.18764,4.60832,algebraic,VERTICAL_WIRE,22.242
254,1,3596.94,1402.7,136.242,1.30543,6.20577,algebraic,SQUARE,29.7779
255,1,1819.09,1195.6,138.625,0.32195,4.68849,algebraic,ELLIPSE,21.7537
256,1,1361.31,1420.67,138.027,0.651574,4.9631,algebraic,CIRCLE,37.8298
257,1,3333.09,470.6,138.625,0.32195,4.68857,algebraic,CIRCLE,30.5145
258,1,1928.19,1713.95,138.068,0.511271,5.26749,ransac,ELLIPSE,22.1652
259,1,3121,1570.91,139.583,0.649476,3.07879,ransac,VERTICAL_WIRE,34.7891
260,1,1917.09,731.6,138.625,0.32195,4.68855,algebraic,ELLIPSE,23.0848
261,1,1619.31,1772.02,134.762,0.650409,9.1802,algebraic,VERTICAL_WIRE,28.0776
262,1,957.091,416.6,138.625,0.32195,4.68856,algebraic,NONE,33.3756
263,0,-1,-1,-1,-1,-1,none,CIRCLE,37.436
264,0,-1,-1,-1,-1,-1,none,CIRCLE,37.9589
265,1,1199.34,977.063,136.761,1.01969,5.23716,algebraic,VERTICAL_WIRE,34.0697
266,1,1829.29,443.185,136.34,1.04336,5.59075,algebraic,ELLIPSE,23.6511
267,1,1481.09,1200.6,138.625,0.32195,4.68849,algebraic,SQUARE,29.5081
268,1,1536.09,1085.6,138.625,0.32195,4.68849,algebraic,NONE,36.5528
269,1,2997.64,447.999,137.316,0.365672,6.15242,algebraic,ELLIPSE,28.7974
270,1,753.88,1629.68,138.47,0.425094,4.8104,algebraic,ELLIPSE,30.6819
271,1,2843.09,1610.33,134.279,0.937176,5.43676,algebraic,VERTICAL_WIRE,22.725
272,1,3362.09,1492.6,138.625,0.32195,4.68851,algebraic,ELLIPSE,35.6713
273,1,250.968,1888.57,138.486,0.334454,4.68465,algebraic,CIRCLE,28.396
274,1,806.879,352.563,137.695,0.796385,5.03214,algebraic,VERTICAL_WIRE,28.7648
275,1,1990.09,1646.6,138.625,0.32195,4.68849,algebraic,SQUARE,32.2409
276,1,759.63,305.245,137.141,0.640141,5.75555,algebraic,ELLIPSE,24.7041
277,1,1191.29,233.623,137.174,0.842868,5.36023,algebraic,VERTICAL_WIRE,36.948
278,1,1617.39,1755.62,133.937,1.12331,9.35459,ransac,ELLIPSE,49.1107
279,1,1450.08,496.051,134.771,1.82058,5.74849,algebraic,VERTICAL_WIRE,42.3124
280,1,2131.1,798.693,136.895,0.525623,4.81953,algebraic,ELLIPSE,38.8982
281,0,-1,-1,-1,-1,-1,none,CIRCLE,42.5738
282,1,281.091,1040.6,138.625,0.32195,4.6885,algebraic,CIRCLE,31.6185
283,1,1799.09,895.6,138.625,0.32195,4.68855,algebraic,CIRCLE,22.5271
284,1,2575.5,1771.52,135.598,1.40468,8.53257,algebraic,VERTICAL_WIRE,30.3111
285,1,1569.09,1599.6,138.625,0.32195,4.68849,algebraic,NONE,25.0832
286,1,2144.04,1530.57,138.551,0.380257,4.66746,algebraic,CIRCLE,33.4725
287,1,865.364,419.255,131.769,1.24904,3.06499,algebraic,VERTICAL_WIRE,38.7861
288,1,1291.09,1670.6,138.625,0.32195,4.68849,algebraic,SQUARE,35.6216
289,1,781.091,1291.6,138.625,0.32195,4.6885,algebraic,NONE,34.5809
290,1,1927.09,1670.6,138.625,0.32195,4.68849,algebraic,NONE,28.4745
291,1,1339.95,1613.15,136.052,0.529494,7.43513,algebraic,ELLIPSE,28.8931
292,1,3349.99,808.606,138.913,0.528631,4.6059,ransac,VERTICAL_WIRE,28.7396
293,1,2958.22,444.875,137.947,0.702673,5.1892,algebraic,CIRCLE,35.2959
294,1,1529.09,1804.6,138.625,0.32195,4.68849,algebraic,NONE,25.6163
295,1,920.091,356.6,138.625,0.32195,4.68856,algebraic,CIRCLE,36.5544
296,1,526.091,1838.6,138.625,0.32195,4.6885,algebraic,NONE,34.6622
297,1,1030.47,1689.62,138.385,0.615997,4.64943,algebraic,ELLIPSE,44.9779
298,1,2898.49,581.587,138.159,0.522627,4.83029,algebraic,CIRCLE,31.8078
299,0,-1,-1,-1,-1,-1,none,CIRCLE,36.4434
300,0,-1,-1,-1,-1,-1,none,ELLIPSE,42.076
